Speech Rate,Voice Onset Rapidity,Jitter,Pitch Range,Filepath,Contributor,Label
151.99908088235293,0.0003100158,0.050954554,3846.3223,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_02_MONIKA_S_9_ANGRY_5.wav,MONIKA,ANGRY
234.90767045454547,1.1782314e-08,0.017502524,3831.3086,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_05_DURANTO_S_9_ANGRY_4.wav,DURANTO,ANGRY
198.76802884615384,-8.268852e-09,0.04861747,3848.8708,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_07_TITHI_S_4_ANGRY_5.wav,TITHI,ANGRY
112.34714673913044,0.0014958878,0.027997682,3853.088,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_09_CHAITY_S_8_ANGRY_2.wav,CHAITY,ANGRY
184.5703125,-1.37814204e-08,0.0227511,3852.2795,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_07_TITHI_S_9_ANGRY_5.wav,TITHI,ANGRY
129.19921875,2.9285518e-09,0.018204898,3772.3225,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_07_TITHI_S_9_DISGUST_1.wav,TITHI,DISGUST
184.5703125,-2.2050273e-08,0.019106107,3847.2283,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_02_MONIKA_S_2_DISGUST_2.wav,MONIKA,DISGUST
161.4990234375,0.0026930708,0.02700151,3843.4272,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_01_OISHI_S_4_DISGUST_1.wav,OISHI,DISGUST
151.99908088235293,-1.6537705e-08,0.0100008035,3849.971,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_03_SMITA_S_7_DISGUST_5.wav,SMITA,DISGUST
143.5546875,1.52477e-08,0.019873593,3848.4614,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_06_SHUKANTO_S_6_DISGUST_1.wav,SHUKANTO,DISGUST
135.99917763157896,-5.512568e-09,0.021037664,3849.1191,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_07_TITHI_S_5_FEAR_2.wav,TITHI,FEAR
151.99908088235293,0.0,0.009681383,3853.6404,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_09_CHAITY_S_2_FEAR_3.wav,CHAITY,FEAR
184.5703125,-5.512568e-09,0.018776072,3837.798,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_07_TITHI_S_4_FEAR_3.wav,TITHI,FEAR
151.99908088235293,0.0,0.027952919,3853.1858,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_06_SIMI_S_1_FEAR_5.wav,SIMI,FEAR
135.99917763157896,0.0010608732,0.0030640096,3779.4607,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_01_BASHIR_S_9_FEAR_1.wav,BASHIR,FEAR
107.666015625,-4.134426e-09,0.031042904,3846.4497,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_06_SIMI_S_5_HAPPY_3.wav,SIMI,HAPPY
135.99917763157896,1.1089236e-08,0.012263243,3852.0645,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_09_SHUMANTA_S_4_HAPPY_5.wav,SHUMANTA,HAPPY
161.4990234375,-5.544618e-09,0.023642574,3825.8723,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_04_BIBHAS_S_10_HAPPY_4.wav,BIBHAS,HAPPY
75.99954044117646,-1.1089236e-08,0.007813474,3838.2112,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_01_BASHIR_S_1_HAPPY_5.wav,BASHIR,HAPPY
103.359375,-5.480887e-09,0.015839726,3852.2998,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_07_SIBLY_S_1_HAPPY_5.wav,SIBLY,HAPPY
112.34714673913044,1.1025136e-08,0.0045398767,3847.627,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_02_MONIKA_S_5_NEUTRAL_5.wav,MONIKA,NEUTRAL
172.265625,2.7723091e-08,0.009237011,3852.4727,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_05_DURANTO_S_1_NEUTRAL_4.wav,DURANTO,NEUTRAL
83.35433467741936,1.6633855e-08,0.0027550103,3816.7795,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_03_SMITA_S_6_NEUTRAL_5.wav,SMITA,NEUTRAL
112.34714673913044,-1.1025136e-08,0.019097755,3847.2642,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_08_JOYEETA_S_4_NEUTRAL_1.wav,JOYEETA,NEUTRAL
92.28515625,0.00019881663,0.042719286,3850.5044,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_03_ILIAS_S_3_NEUTRAL_4.wav,ILIAS,NEUTRAL
117.45383522727273,1.8949453e-09,0.0037921998,3849.4893,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_04_BIBHAS_S_7_SAD_3.wav,BIBHAS,SAD
83.35433467741936,-1.6537705e-08,0.004935806,3852.933,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_03_ILIAS_S_5_SAD_1.wav,ILIAS,SAD
112.34714673913044,-1.37814204e-08,0.0151247615,3850.8423,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_04_BIBHAS_S_2_SAD_2.wav,BIBHAS,SAD
95.703125,0.0013993351,0.020219011,3850.1104,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_08_PRASUN_S_8_SAD_2.wav,PRASUN,SAD
107.666015625,1.6537705e-08,0.022217883,3852.067,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_06_SIMI_S_10_SAD_2.wav,SIMI,SAD
129.19921875,-2.756284e-09,0.038513627,3853.8948,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\M_06_SHUKANTO_S_3_SURPRISE_3.wav,SHUKANTO,SURPRISE
143.5546875,3.8587977e-08,0.011246925,3853.5645,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_03_SMITA_S_5_SURPRISE_2.wav,SMITA,SURPRISE
103.359375,0.0,0.038999908,3840.742,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_07_TITHI_S_1_SURPRISE_1.wav,TITHI,SURPRISE
83.35433467741936,1.2403278e-08,0.013807701,3848.6514,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_04_SWARNALI_S_7_SURPRISE_4.wav,SWARNALI,SURPRISE
172.265625,-1.7915847e-08,0.028027328,3845.7275,C:\Users\Rajarshi Das\Repo Behavioral Pattern Analysis\Speech Features Extraction\Input\F_08_JOYEETA_S_4_SURPRISE_4.wav,JOYEETA,SURPRISE
